flight_id,depature_city,arrival_city,depature_date,flight_time,aircraft_model,aircraft_seats,ticket_sold,ticket_amount
136226,Anapa,Moscow,2017-01-30T10:08:00Z,1.6666666666666665,Boeing 737-300,130,130,1886000.00
136544,Anapa,Novokuznetsk,2017-01-31T06:10:00Z,5.083333333333333,Boeing 737-300,130,,
136869,Anapa,Belgorod,2017-01-31T09:26:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136181,Anapa,Moscow,2017-01-31T10:05:00Z,1.6666666666666665,Boeing 737-300,130,118,1689600.00
136900,Anapa,Belgorod,2017-02-01T09:30:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136135,Anapa,Moscow,2017-02-01T10:08:00Z,1.6666666666666665,Boeing 737-300,130,115,1678600.00
136951,Anapa,Belgorod,2017-02-02T09:28:00Z,0.8333333333333334,Sukhoi Superjet-100,97,90,720600.00
136486,Anapa,Moscow,2017-02-02T10:07:00Z,1.6666666666666665,Boeing 737-300,130,107,1505400.00
136672,Anapa,Belgorod,2017-02-03T09:28:00Z,0.8333333333333334,Sukhoi Superjet-100,97,96,759000.00
136441,Anapa,Moscow,2017-02-03T10:07:00Z,1.6666666666666665,Boeing 737-300,130,128,1837200.00
136956,Anapa,Belgorod,2017-02-04T09:33:00Z,0.8333333333333334,Sukhoi Superjet-100,97,96,746400.00
136411,Anapa,Moscow,2017-02-04T10:06:00Z,1.6666666666666665,Boeing 737-300,130,110,1590800.00
136823,Anapa,Belgorod,2017-02-05T09:27:00Z,0.8333333333333334,Sukhoi Superjet-100,97,78,620400.00
136360,Anapa,Moscow,2017-02-05T10:08:00Z,1.6666666666666665,Boeing 737-300,130,97,1455400.00
136754,Anapa,Belgorod,2017-02-06T09:29:00Z,0.8333333333333334,Sukhoi Superjet-100,97,90,721200.00
136322,Anapa,Moscow,2017-02-06T10:11:00Z,1.6666666666666665,Boeing 737-300,130,108,1567600.00
136514,Anapa,Novokuznetsk,2017-02-07T06:14:00Z,5.083333333333333,Boeing 737-300,130,,
136841,Anapa,Belgorod,2017-02-07T09:25:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136284,Anapa,Moscow,2017-02-07T10:07:00Z,1.6666666666666665,Boeing 737-300,130,117,1677400.00
136600,Anapa,Belgorod,2017-02-08T09:26:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136250,Anapa,Moscow,2017-02-08T10:06:00Z,1.6666666666666665,Boeing 737-300,130,99,1407800.00
136666,Anapa,Belgorod,2017-02-09T09:26:00Z,0.8333333333333334,Sukhoi Superjet-100,97,87,664500.00
136146,Anapa,Moscow,2017-02-09T10:08:00Z,1.6666666666666665,Boeing 737-300,130,109,1604200.00
136769,Anapa,Belgorod,2017-02-10T09:30:00Z,0.8333333333333334,Sukhoi Superjet-100,97,88,696000.00
136348,Anapa,Moscow,2017-02-10T10:05:00Z,1.6666666666666665,Boeing 737-300,130,120,1762800.00
136922,Anapa,Belgorod,2017-02-11T09:27:00Z,0.8333333333333334,Sukhoi Superjet-100,97,76,607800.00
136269,Anapa,Moscow,2017-02-11T10:13:00Z,1.6666666666666665,Boeing 737-300,130,109,1605400.00
136861,Anapa,Belgorod,2017-02-12T09:28:00Z,0.8333333333333334,Sukhoi Superjet-100,97,87,689100.00
136270,Anapa,Moscow,2017-02-12T10:12:00Z,1.6666666666666665,Boeing 737-300,130,111,1628600.00
136857,Anapa,Belgorod,2017-02-13T09:31:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136130,Anapa,Moscow,2017-02-13T10:07:00Z,1.6666666666666665,Boeing 737-300,130,107,1556600.00
136567,Anapa,Novokuznetsk,2017-02-14T06:12:00Z,5.083333333333333,Boeing 737-300,130,,
136888,Anapa,Belgorod,2017-02-14T09:29:00Z,0.8333333333333334,Sukhoi Superjet-100,97,79,626100.00
136249,Anapa,Moscow,2017-02-14T10:08:00Z,1.6666666666666665,Boeing 737-300,130,123,1800600.00
136605,Anapa,Belgorod,2017-02-15T09:28:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136132,Anapa,Moscow,2017-02-15T10:09:00Z,1.6666666666666665,Boeing 737-300,130,116,1714000.00
136875,Anapa,Belgorod,2017-02-16T09:29:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136268,Anapa,Moscow,2017-02-16T10:08:00Z,1.6666666666666665,Boeing 737-300,130,115,1676200.00
136620,Anapa,Belgorod,2017-02-17T09:30:00Z,0.8333333333333334,Sukhoi Superjet-100,97,79,613500.00
136452,Anapa,Moscow,2017-02-17T10:08:00Z,1.6666666666666665,Boeing 737-300,130,109,1603000.00
136827,Anapa,Belgorod,2017-02-18T09:26:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136264,Anapa,Moscow,2017-02-18T10:07:00Z,1.6666666666666665,Boeing 737-300,130,116,1690800.00
136815,Anapa,Belgorod,2017-02-19T09:26:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136320,Anapa,Moscow,2017-02-19T10:05:00Z,1.6666666666666665,Boeing 737-300,130,106,1544400.00
136660,Anapa,Belgorod,2017-02-20T09:26:00Z,0.8333333333333334,Sukhoi Superjet-100,97,87,677100.00
136403,Anapa,Moscow,2017-02-20T10:06:00Z,1.6666666666666665,Boeing 737-300,130,129,1873800.00
136511,Anapa,Novokuznetsk,2017-02-21T06:15:00Z,5.083333333333333,Boeing 737-300,130,,
136612,Anapa,Belgorod,2017-02-21T09:27:00Z,0.8333333333333334,Sukhoi Superjet-100,97,94,746400.00
136479,Anapa,Moscow,2017-02-21T10:08:00Z,1.6666666666666665,Boeing 737-300,130,122,1738400.00
136778,Anapa,Belgorod,2017-02-22T09:26:00Z,0.8333333333333334,Sukhoi Superjet-100,97,96,759000.00
136165,Anapa,Moscow,2017-02-22T10:11:00Z,1.6666666666666665,Boeing 737-300,130,110,1567600.00
136807,Anapa,Belgorod,2017-02-23T09:28:00Z,0.8333333333333334,Sukhoi Superjet-100,97,68,531000.00
136204,Anapa,Moscow,2017-02-23T10:06:00Z,1.6666666666666665,Boeing 737-300,130,107,1457800.00
136780,Anapa,Belgorod,2017-02-24T09:30:00Z,0.8333333333333334,Sukhoi Superjet-100,97,89,714900.00
136120,Anapa,Moscow,2017-02-24T10:07:00Z,1.6666666666666665,Boeing 737-300,130,109,1605400.00
136630,Anapa,Belgorod,2017-02-25T09:32:00Z,0.8333333333333334,Sukhoi Superjet-100,97,94,746400.00
136439,Anapa,Moscow,2017-02-25T10:08:00Z,1.6666666666666665,Boeing 737-300,130,117,1701800.00
136802,Anapa,Belgorod,2017-02-26T09:32:00Z,0.8333333333333334,Sukhoi Superjet-100,97,96,746400.00
136351,Anapa,Moscow,2017-02-26T10:13:00Z,1.6666666666666665,Boeing 737-300,130,105,1555400.00
136953,Anapa,Belgorod,2017-02-27T09:27:00Z,0.8333333333333334,Sukhoi Superjet-100,97,97,765300.00
136266,Anapa,Moscow,2017-02-27T10:08:00Z,1.6666666666666665,Boeing 737-300,130,108,1566400.00
136513,Anapa,Novokuznetsk,2017-02-28T06:13:00Z,5.083333333333333,Boeing 737-300,130,,
136844,Anapa,Belgorod,2017-02-28T09:26:00Z,0.8333333333333334,Sukhoi Superjet-100,97,79,575100.00
136215,Anapa,Moscow,2017-02-28T10:09:00Z,1.6666666666666665,Boeing 737-300,130,114,1664000.00
